statement,translation
למוזיקה,Music
באף,Buff
מסדר,Order
נדל,Real
עוזר,Assistant
למידה,Learning
מערכת,System
נגלה,Discover
לשלוט,Control
אומה,Nation
פרא,Wild
משקל,Weight
שהחיים,Life
לשלוח,Send
נקבה,Female
לשיא,Record
לחלל,Space
באמצעות,Through
קרובה,Close
לסיפור,Story
קראת,Read
במיוחד,Especially
יצאה,Out
לכלב,Dog
יענה,Answer
לדג,Fish
יונתן,Jonathan
חוזרים,Returns
חופשיים,Free
אוטו,Auto
הספק,Provider
העלה,Upload
רופא,Doctor
למלא,Fill
בדקו,Check
להנות,Enjoy
אנגלית,English
בוז,Boo
לממשלה,Government
כפול,Double
לשהות,Stay
מחסן,Storage
אהרן,Aaron
שולט,Control
מארץ,Land
המשפטי,Legal
מבחין,Notice
משפטי,Legal
במשטרה,Police
מלאה,Full
תת,Sub
רמה,Level
ממשלה,Government
חפץ,Object
חדשים,New
משפחת,Family
האב,Father
בדבר,About
הצד,Side
ניקח,Take
שחלק,Share
רעים,Bad
הינך,You
רעות,Bad
נחפש,Search
דב,Deb
רדיו,Radio
מרכזית,Central
מוסיפה,Add
קורס,Course
בינלאומית,International
אחרות,Others
אנטי,Anti
במשחקי,Games
מתעניין,Interested
שעתיד,Future
אמריקאי,American
אומנות,Art
שחבר,Member
בשעות,Hours
הקשות,Hard
השינה,Sleep
לחפור,Dig
תיבה,Box
שאם,If
איזשהו,Any
המתכת,Metal
סיפרו,Tell
קבעו,Set
חסרה,Missing
התכונה,Feature
מחזיר,Returns
מהצד,Side
יספר,Tell
כליל,Total
החד,Sharp
להודו,India
מוחק,Delete
סאמר,Summer
אפליקציה,App
קצרות,Short
במידה,Size
לשרוף,Burn
לניו,New
שיום,Day
השבת,Saturday
לקשר,Link
ערכי,Values
שבמקום,Instead
בירה,Beer
התחתון,Bottom
הדרומי,Southern
סדרת,Series
שוט,Shot
סאן,Sun
לוקחים,Take
הישר,Honest
האח,Brother
נדירה,Rare
הלבנה,White
שעליה,About
בינוני,Medium
אנונימי,Anonymous
תאריך,Date
עשרה,Ten
גובה,Height
החלו,Begin
פנייה,Contact
שלישית,Third
סופת,Storm
שיחה,Talk
העכבר,Mouse
איקס,X
מוותר,Pass
שפל,Low
בעונה,Season
שתיהן,Both
חריץ,Slot
מהסוג,Type
פאב,Pub
להכניס,Insert
הודעה,Message
מכונה,Machine
משמח,Happy
שקרוב,Close
עליונה,Top
לכרטיס,Card
עגלת,Cart
לידה,Birth
מוקדמת,Early
מותאמת,Custom
אשה,Woman
דלוק,On
להשלים,Complete
לגרור,Drag
שאותו,Which
לתעד,Document
חקר,Research
נוסיף,Add
סמית,Smith
איבד,Lost
מוקדם,Early
טען,Load
שחרר,Release
מתא,Cell
התקשר,Call
נסיעה,Travel
המולד,Christmas
סגר,Close
מידע,Information
לגבי,About
מוסיף,Adds
כלי,Tool
מכשיר,Device
הסתכל,Look
הבריטית,British
הוריד,Download
כובע,Hat
סנטה,Santa
צלב,Cross
פתחו,Open
נשות,Women
לשדה,Field
נהג,Driver
מקומי,Local
צעירות,Young
במפה,Map
הגבוהה,High
שורה,Row
שחשב,thought
לסיבוב,Round
דין,Dean
המקומית,Local
פתק,Note
עצמית,Self
תשמור,Keep
סוכן,Agent
דוגמנית,Model
הלאומית,National
הדרומית,Southern
תרגישי,Feel
שאמא,Mom
אריזונה,Arizona
אדמות,Land
בחורה,Girl
מרץ,March
ניו,New
כתבה,Article
מלאת,Full
הצעד,Step
לדמיין,Imagine
לפתוח,Open
אמריקה,America
אופן,Open
סלע,Rock
הראשי,Main
לחדר,Room
שאחרים,Others
מעריצים,Fans
נערת,Girl
עיין,See
הבו,Bo
משפחתי,Family
האחרונות,Recent
חשובה,Important
דוגמא,Example
המסכנה,Poor
תקראי,Read
תחנה,Station
רוסי,Russian
ליברפול,Liverpool
בערוץ,Channel
להקליט,Record
ארוכות,Long
מקווים,Hope
ידבר,Talk
כמות,Amount
מוסיפים,Add
שוק,Market
החדשות,News
בלשון,Language
נתח,Share
לאיזו,Which
בייבי,Baby
לסדר,Order
המסמך,Document
הכתובת,Address
לוואי,Side
טלפון,Phone
משווה,Compare
רגילה,Normal
שדיבר,Speaking
תספרי,Tell
הסתיים,Done
פלדה,Steel
כפתור,Button
מוחי,Brain
נוזל,Liquid
גדל,Growing
כותרת,Title
סרק,Scan
הופעה,Appearance
צעצוע,Toy
תלמיד,Student
לרופא,Doctor
השכל,Mind
החטא,Sin
תסריט,Script
שוקל,Considering
האטלנטי,Atlantic
פגוש,Meet
הקונגרס,Congress
סך,Total
רגל,Foot
הולכות,Going
שיביא,Bring
שכבה,Layer
השתנתה,Changed
שהשם,Name
התחתונה,Bottom
המשקל,Weight
תעשי,Do
בלוק,Block
מביאים,Bring
לארוז,Pack
סט,Set
לתא,Cell
הפרטים,Details
מתעניינים,Interested
מזהה,ID
הצידה,Side
קריטית,Critical
חוק,Law
העליון,Top
נוכח,Present
ערוץ,Channel
כלבי,Dog
תחתית,Bottom
תקנה,Buy
תלת,Three
לשוני,Language
עבור,Over
הראשית,Main
להקת,Band
להקה,Band
העתיקה,Ancient
היסטוריה,History
פיקוד,Command
מתה,Dead
מוטב,Better
מועדון,Club
בהמשך,Further
לנסוע,Travel
במח,Brain
שחושבים,Think
שקורא,Reading
משום,Because
שקע,socket
כתיבה,Writing
החזה,Chest
סביבה,Environment
כבדים,Heavy
בתוכו,Inside
תוכנית,Program
מיכל,Container
לגדל,Growing
עט,Pen
מנהיג,Leader
לשאת,Bear
חתך,Cut
יוטה,Utah
ישו,Jesus
אוסטין,Austin
ההון,Capital
שמכר,Sold
חוויה,Experience
לדייט,Date
לעורך,Editor
תקליט,Record
מאחד,One
בחרת,Choose
קאנטרי,Country
אנד,End
לביתו,Home
הירוק,Green
רס,Res
ירה,Shot
האנט,Hunt
מזרח,East
גידול,Increase
עבדו,Work
למד,Learn
סיים,Finish
ללימודי,Study
בחר,Select
גמר,Final
הרשה,Allow
רווק,Single
מקומו,Place
מות,Death
מלאים,Full
כאלו,Such
הקשיב,Listen
המין,Gender
מאל,Mal
השלישי,Third
מסה,Mass
הפשוטה,Simple
הקודמת,Previous
בצפון,North
יאמין,Trust
נגיד,Say
בעט,Kick
יוונית,Greek
לחיפוש,Search
בביה,Home
שורש,Root
תעזור,Help
שמאחורי,Behind
זכוכית,Glass
כפולה,Double
בינואר,January
שתישאר,Stay
נשאלת,Asked
יכולת,Ability
שאז,Then
שתאמר,Say
ההצלחה,Success
שיישאר,Stay
פתוחות,Open
מפתח,Developer
להימצא,Find
קריר,Cool
אינטר,Inter
דורשת,Requires
מגיל,Gil
לשער,Gate
הצטרף,Join
לסוג,Type
אוהדים,Fans
מימין,Right
משנות,Change
אוקטובר,October
קבוצה,Group
שורת,Line
לדון,Discuss
בהתחשב,Considering
יכולים,can
ספורט,Sports
בטחון,Security
הכשרה,Training
נשמת,Soul
יער,Forest
כבדות,Heavy
צינור,Tube
להשקיע,Invest
המסכן,Poor
הכניס,Insert
דומים,Similar
מוגבלת,Limited
הון,Capital
כאשר,When
תשלם,Pay
פשע,Crime
האדומה,Red
מגובה,Height
שעד,Until
לגמור,Finish
האדום,Red
קיר,Wall
ארוכים,Long
מגלים,Discover
שהולכים,Going
בגדול,Big
חזרו,Return
יזכה,Win
צומח,Growing
מילת,Word
צבאי,Military
מלחמת,War
הללו,These
קבל,Get
השיב,Reply
למקום,Place
רחל,Rachel
יעקוב,Jacob
נמל,Port
צפון,North
שווא,False
מקרה,Case
תמצאו,Find
אבודים,Lost
ברורים,Clear
נכונות,Correct
בשל,Due
סביבו,Around
הקדמית,Front
מוכרח,Must
המשך,Continue
השב,Reply
מוכרחה,Must
החשוב,Important
מציאה,Find
לחלון,Window
בקשה,Request
מיטה,Bed
הצגה,Show
יגלו,Discover
לתמונה,Image
שימוש,Usage
עמוקות,Deep
מדהימה,Amazing
אכל,Eat
ייפתח,Open
לעזרה,Help
הצביעו,Vote
בעבור,For
אישתו,wife
נהגו,Drive
רון,Ron
מדע,Science
חזקים,Strong
לצפות,Watch
ירדן,Jordan
המלח,Dead
ניגן,Play
סיכה,Pin
חדה,Sharp
אחינו,Brother
הגדר,Set
דרום,South
המפה,Map
מאי,May
ישמח,Happy
לצרף,Attach
נקרא,Read
חוט,Wire
במרץ,March
קים,Kim
מערב,West
דג,Fish
למרחק,Distance
הקל,Easy
מכת,Strike
סייר,Explore
הגישו,Submit
הורדה,Download
חשבו,Think
דון,Don
קנו,Buy
אינן,None
דוקטור,Doctor
במזרח,East
הודעת,Message
הכרטיסים,Tickets
מסכן,Poor
חנו,Park
קצרה,Short
נאכל,Eat
סיור,Tour
במפעל,Factory
הוספת,Add
במשקל,Weight
נשחק,Play
ייפול,Fall
נולדה,Born
ענו,Answer
הבט,Look
תהנה,Enjoy
עכביש,Spider
למראה,Appearance
תור,Queue
ימצאו,Find
מק,Mac
משנים,Change
עזה,Gaza
עשויים,May
במיני,Mini
משמש,Used
אד,Ed
הצהוב,Yellow
ניתוח,Analysis
נבדוק,Check
מבצע,Operation
מזכירה,Secretary
כחולה,Blue
מחנה,Camp
לחברה,Company
קראה,Read
ראשונות,First
פאס,Pass
ליאון,Leon
יאן,Jan
סימון,Mark
ואן,Van
סיני,Chinese
מתו,Dead
לחולל,Make
פרטיות,Privacy
קצרים,Short
שלפעמים,Sometimes
אקבל,Accept
לשוחח,Chat
קולנוע,Film
ברדיו,Radio
הנתיב,Path
עמוקים,Deep
מותו,Death
תירא,Look
מלוא,Full
חשובות,Important
שחק,Play
כבוי,Off
האולם,Hall
מקדימה,Front
מסכנה,Poor
מיל,Mill
שכאלה,Such
צור,Create
חומה,Wall
לשוק,Market
גיל,Age
נדיר,Rare
פליי,Play
ללכוד,Capture
מדרגה,Step
עשי,Do
חבוי,Hidden
להשמיע,Play
גיא,Guy
כתבו,Write
נוצרי,Christian
לשפר,Improve
הזכר,Male
בטוחים,Safe
תשאר,Stay
הקרובים,Close
להגיב,Reply
שיח,Bush
הכותרת,Title
שחורה,Black
הול,Hall
מואר,Bright
קלט,Input
שילדים,Children
שכזה,Such
גוברת,Growing
פלטפורמה,Platform
ריצה,Running
שלג,Snow
מילא,Fill
שיחת,Talk
עצרת,Stop
אולם,Hall
רול,Roll
לכאוב,Pain
שעוזר,Helper
הציבור,Public
נחמדה,Nice
ישנות,Old
הפי,Happy
משלוש,Three
שייקח,Take
השלם,Complete
מתוכן,Contents
חלקו,Share
דרוש,Required
קטע,Section
המשמש,Used
פרצוף,Face
שד,Demon
המשמשים,Used
תוריד,Download
הראו,Show
רנ,Ren
שטר,Bill
משלמים,Pay
ידיעות,News
להלחם,Fight
בסן,San
גיי,Gay
מסכנים,Poor
התחילו,Begin
הפסידה,Lost
בייחוד,Especially
יהודיות,Jewish
הידוע,Known
קלף,Card
לסחור,Trade
תמורה,Return
שאדם,Adam
הורה,Parent
הפשוט,Simple
העתיק,Ancient
זרוע,Arm
למדו,Learn
אולד,Old
יקבלו,Accept
הבה,Let
לוהט,Hot
פוליטיקה,Politics
יונייטד,United
תצלום,Photo
רפאים,Ghost
שמנו,Name
קיטור,Steam
בחינם,FREE
תודות,Thanks
מעמד,Status
לכאב,Pain
בחדשות,News
טורקי,Turkish
הרכיב,Component
שמעבר,Beyond
הסיני,Chinese
מכניסים,Input
תחילה,First
דוב,Bear
למועד,Date
תשעה,Nine
הנושא,Subject
במצב,Status
אדירה,Awesome
להתגורר,Live
מלמטה,Bottom
אלפא,Alpha
משמרת,Shift
שעברה,Past
ימשיכו,Continue
נוצר,Created
היכל,Hall
אומנם,Although
תולדות,History
העצרת,Assembly
פשוטות,Simple
חייבים,Must
פצצה,Bomb
זקוק,Need
לשעון,Clock
מתוצרת,Made
שרשרת,Chain
חזית,Front
גרמנית,German
אנגלי,English
בשיטות,Methods
גדלה,Growing
ויל,Will
אייר,Air
יחשוב,Think
לאומית,National
פנו,Turn
שמן,Oil
הכירו,Meet
ילמדו,Learn
אנוש,Human
חיתוך,Cut
בעין,Eye
יפעל,Run
בוש,Bush
בנק,Bank
הריבית,Interest
לשולחן,Table
הסיר,Remove
ימנית,Right
שנאמר,Said
החש,Feel
הרביעית,Fourth
סוללות,Battery
יהושע,Joshua
אלכסנדר,Alexander
שמר,Save
לנוע,Move
חוקי,Legal
בברכה,Welcome
הפור,Fore
נפט,Oil
עסק,Business
קטל,Catal
שישה,Six
החופשית,Free
לברוא,Create
נפגשו,Met
